Source,Target
2307,8
2401,1
2401,1
2401,1
2401,1
2401,1
2401,1
2401,1
2401,1
2401,1
2401,1
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,2
2401,3
2401,3
2401,3
2401,4
2401,4
2401,4
2401,4
2401,4
2401,4
2401,4
2401,4
2401,5
2401,5
2401,5
2401,5
2401,6
2401,6
2401,6
2401,6
2401,6
2401,6
2401,6
2401,7
2401,7
2401,7
2401,7
2401,7
2401,7
2401,7
2401,7
2401,8
2401,8
2401,9
2401,9
2401,9
2401,9
2401,9
2401,9
2401,9
2401,9
2403,1
2403,1
2403,1
2403,1
2403,2
2403,3
2403,4
2403,7
2403,7
2405,1
2405,1
2405,1
2405,1
2405,1
2405,1
2405,1
2405,1
2405,2
2405,2
2405,3
2405,3
2405,3
2405,3
2405,3
2405,3
2405,4
2405,4
2405,4
2405,4
2405,4
2405,4
2405,4
2405,4
2405,4
2405,4
2405,4
2405,6
2405,6
2405,6
2405,6
2405,6
2405,6
2405,6
2405,6
2405,6
2405,6
2405,7
2405,8
2405,8
2405,8
2405,8
2405,8
2405,8
2405,8
2405,8
2405,9
2405,9
2405,9
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,1
2406,2
2406,2
2406,2
2406,2
2406,2
2406,2
2406,2
2406,2
2406,7
2406,7
2406,7
2406,7
2406,9
2406,9
2406,9
2406,9
2407,1
2407,1
2407,1
2407,1
2407,1
2407,1
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,2
2407,3
2407,3
2407,3
2407,3
2407,4
2407,6
2407,6
2407,6
2407,6
2407,6
2407,6
2407,6
2407,6
2407,6
2407,7
2407,8
2407,8
2407,8
2407,9
2407,9
2407,9
2408,1
2408,2
2408,7
2408,7
2408,9
2408,9
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,1
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,2
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,3
3111,4
3111,4
3111,4
3111,4
3111,4
3111,4
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,6
3111,7
3111,7
3111,7
3111,7
3111,7
3111,7
3111,7
3111,8
3112,1
3112,1
3112,2
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,3
3112,4
3112,4
3112,5
3112,5
3112,6
3112,6
3112,6
3112,6
3112,6
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,8
3112,9
3112,9
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,1
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,2
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,3
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,4
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,5
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,6
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,7
3121,8
3122,2
3122,2
3122,2
3122,2
3122,2
3122,2
3122,2
3122,3
3122,3
3122,3
3122,4
3122,4
3122,6
3122,6
3122,9
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,1
3132,2
3132,2
3132,2
3132,3
3132,3
3132,3
3132,3
3132,3
3132,3
3132,3
3132,3
3132,4
3132,4
3132,4
3132,4
3132,6
3132,6
3132,6
3132,6
3132,8
3132,8
3132,9
3132,9
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,1
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,2
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,3
3141,4
3141,4
3141,4
3141,4
3141,4
3141,4
3141,4
3141,4
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,5
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,6
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,7
3141,8
3141,8
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,1
3142,2
3142,2
3142,2
3142,2
3142,2
3142,3
3142,3
3142,3
3142,4
3142,4
3142,4
3142,6
3142,6
3142,8
3142,8
3142,9
3142,9
3142,9
3291,2
3291,2
3291,2
3291,2
3291,2
3291,2
3291,3
3291,3
3291,3
3291,4
3291,4
3291,6
3291,6
3291,6
3291,7
3291,7
3291,7
3292,1
3292,1
